RQ,WDF5,902640
PS,WDF5,896455
RQ,WDF2,885970
IO,FMTM,880624
MV,TMIN,879409
US,WT11,877353
AQ,WDF2,877098
US,SN11,875708
BX,PRCP,866704
CH,PGTM,858264
SI,TAVG,856629
RQ,WSF2,850817
NT,PRCP,848595
RQ,ACSH,845140
MJ,PRCP,843984
IO,PRCP,843520
SB,TMAX,834202
PO,WSFG,833340
PM,WSFG,829097
VQ,MDPR,827466
GQ,WDF2,824390
FK,TAVG,815506
US,SX36,812156
AQ,WDF1,810460
SB,TAVG,808985
LO,SNWD,801648
JA,FMTM,800893
MQ,PRCP,796460
UK,SNWD,785722
CU,FMTM,779413
SN,PRCP,778053
RQ,ACMH,774520
GQ,WSF5,770935
PS,ACMH,770379
TN,TMAX,764538
JQ,WSFG,761850
BY,PRCP,757955
NE,TAVG,756906
CB,TMAX,755565
SL,TMAX,733691
GQ,WDF5,727935
KR,PRCP,726883
LY,WDFG,724879
NE,TMAX,716689
RQ,AWND,714424
GQ,MDPR,711745
TU,WDFG,702166
RW,TMIN,697335
GQ,WSFM,687245
JQ,EVAP,673691
AQ,WDFM,672072
FM,EVAP,670193
RQ,WDFM,668782
RE,PRCP,666815
RM,WSFM,663238
US,SN61,658438
US,WT02,655941
GQ,WSF2,652522
GR,WSFG,648191
NS,PRCP,634461
KR,TOBS,629263
NF,TMIN,625822
KS,SNWD,625640
VQ,AWND,625170
AF,SNWD,625039
MG,TAVG,623943
MB,PRCP,617592
MU,PRCP,617300
GQ,ACSH,616347
JA,TSUN,611532
RQ,WSFM,610854
TD,PRCP,610333
BH,PRCP,609645
HU,SNWD,609533
RM,TOBS,598411
JN,PRCP,597861
AQ,AWND,594941
AQ,TAVG,587216
FK,TMAX,584236
IC,SNWD,577971
JA,AWND,572137
JQ,WSFM,571600
JM,PRCP,567273
AQ,EVAP,561452
VQ,WDMV,557945
MK,PRCP,547591
VM,ACSH,546150
JQ,WDFG,539542
VM,ACMH,532510
GQ,AWND,531544
SP,AWND,195928
GA,PRCP,193900
SB,PRCP,191348
AY,ACMH,191320
IT,AWND,190138
CU,AWND,189903
RW,PRCP,189060
US,SX56,186072
DO,TMAX,184974
CU,ACSH,176740
AO,PRCP,174289
GM,WESD,173981
US,SN56,173527
US,DAWM,172972
BD,AWND,170685
AY,WSF1,170113
SP,ACSH,166690
JA,MNPN,165629
GT,PRCP,165535
JA,SNOW,165378
GR,AWND,163258
PS,WSF1,163195
RQ,MDEV,159141
TH,WDFG,158890
GQ,SNWD,158565
CA,ACSH,157630
GL,SNOW,157399
CA,ACMH,155920
CU,ACMH,154730
KU,PRCP,151330
AY,SNOW,149555
CQ,WSFG,148847
SP,ACMH,148420
DO,TMIN,146835
SA,WSFG,146491
CQ,WDFG,145343
IO,WDF2,143130
AY,WSFM,142895
GY,PGTM,140728
NI,PRCP,139042
JQ,WSF1,138745
GM,SNOW,138318
HO,ACSH,137930
JA,WDF2,135040
JQ,WDF1,130690
CK,PRCP,129755
WQ,WSF2,127584
FK,PRCP,126804
BD,ACSH,123180
EU,PRCP,122706
AY,AWND,122472
CH,WDFG,121529
SL,PRCP,118909
LQ,PRCP,118511
CB,PRCP,118080
TL,TMAX,116640
GQ,ACMH,116229
DO,PRCP,115776
JA,WSFM,114596
NE,PRCP,114309
RQ,MDWM,113903
EK,PRCP,112042
AC,PRCP,110177
VQ,MDEV,108537
US,FRGB,107428
BD,ACMH,107100
MQ,AWND,106738
US,FRTH,106200
US,WT07,105795
WA,MDPR,105325
MV,PRCP,102974
GR,SNWD,100804
TL,PRCP,99234
JN,SNWD,98469
HR,SNWD,96172
JQ,FMTM,95753
JO,PRCP,94168
LI,PRCP,93523
VQ,MDWM,90714
AG,SNWD,87893
IC,SNOW,86561
IT,ACMH,84835
RP,AWND,84559
IT,ACSH,83580
EI,SNWD,83169
JA,PSUN,82786
US,DASF,79812
JA,WSF2,78909
GQ,EVAP,78454
ST,TMAX,76425
IO,WSF2,73783
JA,WT16,73680
CU,WDF2,72380
CQ,MDPR,72124
TH,WSFG,71975
JA,EVAP,71683
US,SX14,70741
CJ,AWND,69965
US,WT22,64189
JA,WT08,63916
KR,ACSH,62410
ST,TMIN,62129
AC,TMAX,60745
US,FRGT,60116
LU,SNWD,59834
AY,PSUN,59094
UK,WT08,58831
BF,PGTM,56682
AY,ACSH,55490
CH,WSFG,54673
FM,WT16,54575
MX,SNWD,54404
JA,WT01,53769
AE,PRCP,52924
CV,PRCP,52186
KS,WESD,51613
GQ,WDF1,51230
AC,TMIN,48551
KS,SNOW,47951
IC,WESD,47822
CU,WSF2,47799
UK,SNOW,47002
GM,WT08,44929
PU,PRCP,44525
MO,ACSH,42870
US,WT19,42614
WZ,MDPR,42576
UK,WT16,41325
GQ,WSF1,39662
GM,WT01,38085
FR,SNOW,38006
US,SN14,37221
RQ,WT16,36886
UK,WT01,35701
RM,WT16,35472
US,SX15,34955
GM,WT16,34312
VQ,SNWD,3454
KS,WT18,3437
FM,WV20,3426
WQ,EVAP,3416
AQ,MDEV,3339
IS,SNWD,3289
PS,DAPR,3274
RP,TOBS,3183
CJ,WDF1,3150
CU,WDFM,2993
VM,WT03,2990
GR,WSF2,2973
US,WV01,2938
KR,WT16,2879
AL,SNWD,2812
BF,WT16,2805
BD,WT08,2801
LA,WT16,2747
KT,PRCP,2666
TH,WT16,2649
RP,WT08,2599
RM,WV20,2583
FR,WT18,2542
KN,SNOW,2518
RQ,WT08,2516
VQ,WT01,2501
JA,WT13,2467
CU,WT03,2457
JQ,MDEV,2441
TD,WT16,2438
UK,WT03,2433
CQ,WT16,2359
PE,SNWD,2351
CQ,WT01,2225
MT,SNWD,2189
RQ,DAWM,2187
PS,WT03,2187
VQ,DAWM,2177
LA,WT01,2176
BD,WSF1,2150
AQ,DAPR,2128
CJ,WSF1,2114
US,SX57,2077
US,SN57,2077
VQ,DAEV,2067
AS,SNWD,2035
GQ,WT13,2001
TS,SNWD,1999
LA,WT08,1988
JA,MDEV,1964
GQ,WT03,1963
ST,WSFG,1927
FR,WT03,1905
GR,WT16,1849
SH,WT16,1847
IT,WT03,1842
MQ,SNOW,1778
RQ,WT13,1740
LY,WT16,1725
TU,WT16,1707
TH,WT08,1677
VQ,WT13,1658
CA,WT09,1597
CH,WT08,1584
CU,WSFM,1568
ST,WDFG,1537
RM,WT03,1536
AQ,WT03,1485
VQ,WT08,1456
TH,WT01,1408
RP,WT01,1406
BD,WT03,1388
FM,WT05,1370
BD,SNWD,1346
GL,FRGB,1331
AY,WT04,1321
TD,SNWD,1296
IT,SNOW,1257
KS,WT03,1246
LY,WT08,1224
GR,WT08,1197
HO,FRGT,1195
TH,WT03,1195
ID,SNWD,1181
CQ,DAPR,1179
JA,WT14,1166
SP,WT03,1156
US,ACSC,1130
IC,WT14,1129
VQ,WT03,1115
CU,WT08,1078
RP,WDMV,1070
IT,WT13,1036
AQ,WV20,1019
GQ,WV20,987
RM,WT05,986
VQ,WT05,984
CH,WT01,969
CQ,WT08,928
AY,WT22,921
AU,WT16,912
AU,WT01,880
SP,SNOW,868
IO,SNWD,863
PM,WT08,858
RQ,WT05,851
GM,WT05,849
CA,WT08,833
GM,WT06,808
HO,WT03,789
CH,WT16,763
PS,SNOW,762
UK,WT05,760
RM,WT14,746
IC,WT09,741
JA,WT09,731
BF,WT03,730
SH,WSFG,720
LY,WT01,708
PS,WT05,684
AU,WT08,683
AQ,WT05,677
CJ,WT16,666
TU,WT01,665
SH,WDFG,653
IT,TSUN,648
WQ,MDPR,636
MO,WT03,636
GQ,WT08,634
TU,WT08,631
JA,WT02,626
GR,WT01,619
AU,WDFG,608
TD,WT03,600
TU,WT03,590
JM,WDFG,587
JM,WSFG,563
RM,SNOW,0
FM,SNOW,0
PS,SNWD,0
AC,SNWD,0
CI,SNOW,0
GM,THIC,0
DO,SNWD,0
AQ,SNWD,0
WQ,SNWD,0
TD,SNOW,0
WQ,WESD,0
PO,SNOW,0
BF,SNWD,0
LY,SNOW,0
NC,SNOW,0
UK,THIC,0
CJ,SNOW,0
KR,SNOW,0
LA,SNOW,0
JQ,SNOW,0
DR,SNOW,0
DO,SNOW,0
ST,SNOW,0
CA,THIC,0
RQ,WESD,0
KR,SNWD,0
EC,SNOW,0
JM,SNOW,0
GR,WDF2,0
LH,MDPR,0
WQ,SNOW,0
RP,SNOW,0
AC,SNOW,0
LQ,SNWD,0
JA,THIC,0
GL,GAHT,0
CU,SNOW,0
JQ,SNWD,0
VM,SNWD,0
US,ACMC,0
CQ,SNWD,0
VQ,TSUN,0
RP,SNWD,0
BD,SNOW,0
GQ,WESD,0
SA,SNOW,0
PP,SNOW,0
GY,SNOW,0
BP,SNWD,0
WQ,WDF2,0
DR,SNWD,0
NU,SNOW,0
BR,SNOW,0
RP,THIC,0
BD,THIC,0
IO,SNOW,0
SH,SNOW,0
NU,SNWD,0
KS,THIC,0
VM,SNOW,0
PM,SNOW,0
LQ,SNOW,0
JM,SNWD,0
SP,WSF2,0
RQ,THIC,0
FM,SNWD,0
RM,WESD,0
MO,SNOW,0
TH,SNWD,0
GY,SNWD,0
SP,WDF2,0
TH,SNOW,0
HO,SNOW,0
BF,SNOW,0
ST,SNWD,0
KS,GAHT,0
JQ,WESD,0
CJ,SNWD,0
MQ,SNWD,0
LA,SNWD,0
SH,SNWD,0
HO,SNWD,0
JN,TAVG,-33484
SX,TMIN,-39588
GL,TMAX,-105658
JN,TMIN,-832139
SV,TMAX,-976269
SV,TAVG,-2157190
SV,TMIN,-3184732
GL,TAVG,-7259852
GL,TMIN,-28205107
FI,TMIN,-28453166
AY,TMAX,-28596469
MG,TMIN,-33748825
AY,TMIN,-48364570
US,GAHT,-62815169
AY,TAVG,-92609465
RS,TAVG,-106842782
CA,TMIN,-664550863
RS,TMIN,-940679698
IT,TMIN,67512380
VE,TMAX,67303405
SG,TMAX,66852998
US,PSUN,65554352
UV,TMAX,65493220
ML,TAVG,65401371
IR,TAVG,65077439
PK,TAVG,64223446
NG,TAVG,63386103
RQ,PGTM,62963633
NG,TMIN,62247769
US,SX52,62117223
MY,TMAX,61337743
LY,TAVG,60593145
VM,TAVG,60342379
ML,TMAX,59660140
SA,TMIN,59632272
ZI,TMAX,59582248
GM,PRCP,59562688
FM,PGTM,59524925
PO,TMAX,59273953
SF,TMIN,58788380
CT,TMAX,57570972
PK,TMAX,56256276
FM,TMAX,55871840
IV,TMIN,55808940
GR,TMAX,55752635
GB,TMAX,55095325
MU,TMAX,54626336
MU,TAVG,54468732
UP,PRCP,54265572
BO,TMAX,53318081
VE,TMIN,52879331
PE,TMAX,52600105
VM,TMAX,52070933
US,SN52,51554668
AY,PGTM,50963697
CF,TMAX,50785478
GL,SNWD,50451101
MA,TAVG,50290180
ET,TMAX,49189005
BO,TAVG,48314132
SG,TAVG,48291155
MO,TMAX,47942278
NL,TMIN,47428644
TU,TMIN,47395192
MR,TMIN,46830968
TH,PRCP,46608300
RM,PGTM,46316067
MA,TMAX,46176847
SI,TMAX,45932700
MZ,TMAX,45849826
LY,TMIN,45266762
IV,TAVG,44934752
HR,TMAX,44931661
TS,TMAX,44453943
MG,TMAX,44295983
KS,TMAX,44006784
BN,TMAX,43975690
FM,TMIN,43291062
GG,PRCP,42925863
FM,FMTM,42578923
GB,TMIN,41749957
CD,TMAX,41716849
SU,TAVG,41553240
MR,TAVG,41430741
PA,TAVG,40901967
MY,TMIN,40769340
SU,TMIN,40622572
CO,TMAX,40621755
PE,TMIN,40607522
EG,TMIN,40590464
CO,TMIN,40240407
AU,TMAX,39773697
BL,TMIN,39749919
TX,TMIN,39569654
SI,SNWD,39494205
SP,PRCP,39306624
UV,TMIN,38728482
BR,TMIN,37794575
NZ,TMAX,37700473
UK,PGTM,37209372
KZ,PRCP,37165355
TO,TMAX,36791445
IS,TMAX,36756716
EG,TAVG,36633973
SG,TMIN,36596727
GG,TMAX,36534125
UY,TMAX,36406479
CF,TMIN,36001912
ML,TMIN,35646840
BR,TMAX,35641833
CI,TAVG,35612043
CT,TMIN,35534358
UK,TAVG,35397735
US,SX01,35231550
US,SX03,35209565
TI,TMAX,35192847
EI,TMAX,35094038
MO,TAVG,34791896
VE,PRCP,34583324
UV,TAVG,34550200
KZ,SNWD,34133553
PO,TAVG,33777588
SZ,TMAX,33756620
UY,PRCP,33741098
MZ,TMIN,33539015
UY,TAVG,33473350
CE,TMAX,33070702
UK,TMIN,33013447
MA,TMIN,32954333
RO,TMIN,32618688
PO,TMIN,32609332
KE,TAVG,32429253
EZ,TMAX,32231231
VM,TMIN,32146938
SP,PGTM,32087928
FR,PRCP,31839717
GG,TAVG,31760516
GR,TMIN,31660963
MU,TMIN,31404448
RP,PGTM,31381515
FP,TAVG,31014580
DA,TMAX,30913064
ZI,TMIN,30589895
US,SN03,30428345
CA,TAVG,30221438
MP,TMAX,30182821
MZ,TAVG,30003685
VQ,TMAX,29997649
BC,TMAX,29952780
BN,TMIN,28803241
US,SX31,28359240
FM,PRCP,28150769
IR,TMIN,27969099
SY,TMAX,27941533
FI,SNWD,27879261
US,TMAX,39578996860
US,TOBS,18141733545
US,WESD,14400115057
US,PGTM,11524859576
US,TMIN,10604748641
US,PRCP,8337580986
US,SNWD,6835672422
US,FMTM,6426906025
AS,PRCP,4537828722
CA,TMAX,4374130244
AS,TMAX,3808190814
BR,PRCP,2083834043
IN,PRCP,2039586022
AS,TMIN,1924751179
CA,SNWD,1867307743
US,TAVG,1721292095
US,WDF2,1294685096
CA,PRCP,1290126571
US,WDF5,1281059046
MX,TMAX,1000472333
NO,SNWD,911714272
RS,TMAX,864973246
US,TSUN,848376097
US,WDFG,823555615
SW,SNWD,807064684
CH,TMAX,803996593
US,MXPN,709594121
US,WSF5,677379303
JA,TMAX,655613485
RS,SNWD,637670987
US,SNOW,567416918
US,WDMV,547065242
SW,TMAX,540319750
CH,TAVG,538565661
US,WSF2,526760167
SF,PRCP,497010898
SP,TMAX,484585943
MX,TMIN,476584857
US,EVAP,463907298
US,WSFG,417774736
RS,PRCP,348363831
JA,TAVG,347113925
US,MNPN,342536919
TH,TMAX,338340117
GM,TMAX,335595488
US,WDF1,333819630
IN,TAVG,312585898
JA,TMIN,310616826
IN,TMAX,309831161
ID,TAVG,297236779
RQ,TMAX,296493980
SW,PRCP,290581622
US,AWND,287504162
AS,TAVG,285636419
CH,TMIN,273605186
NO,PRCP,255118359
CA,SNOW,247540748
SP,TMIN,244155365
FR,TMAX,234783465
FI,TMAX,229921639
TH,TAVG,227977175
US,WDFM,218815845
AG,TMAX,217477340
ID,TMAX,215118227
US,SX02,212439782
UP,TMAX,209045426
KZ,TMAX,203108064
TH,TMIN,198658721
RQ,TMIN,197206933
US,SX32,196653666
RQ,TOBS,186019473
US,ACSH,182988862
NL,PRCP,182776581
AS,MDPR,182392612
US,MDPR,181089406
IN,TMIN,178527445
SP,TAVG,177060534
MX,TAVG,174017877
JA,PRCP,169391662
AR,TAVG,169138807
AR,TMAX,165017276
US,SN02,158228933
NO,TMAX,157418607
CA,WSFG,154664906
UP,TAVG,153429161
US,ACMH,149517403
ID,TMIN,149324229
FI,PRCP,143962295
US,SN32,142335197
AG,TAVG,139320924
GM,SNWD,132950782
SF,TMAX,132336311
IT,TMAX,131159467
BR,TAVG,128929488
GM,TMIN,126152472
US,WSF1,123184625
KZ,TAVG,113283379
AG,TMIN,112037125
SA,TMAX,109724272
RP,TMAX,108669340
NG,TMAX,108332415
TU,TMAX,108314235
GM,TAVG,106698879
CH,PRCP,103109083
NL,TMAX,102778764
TX,TMAX,101224277
AR,TMIN,101091390
SA,TAVG,101086256
JA,PGTM,99766151
RO,TMAX,95830182
RQ,PRCP,92615688
IT,TAVG,92028115
MX,PRCP,90738859
RP,TAVG,90179102
FR,TAVG,88997518
VE,TAVG,86762668
LY,TMAX,85438700
BL,TAVG,85351513
AU,SNWD,84305433
UZ,TMAX,83793481
MR,TMAX,83353297
IV,TMAX,82752241
UZ,TAVG,82335094
TU,TAVG,81089439
TX,TAVG,80931520
US,WSFM,79689567
UK,TMAX,78034421
IR,TMAX,76050807
RP,TMIN,75701265
EG,TMAX,74986108
SF,TAVG,74538362
CO,TAVG,74305189
PE,TAVG,73839684
SU,TMAX,72625507
UP,TMIN,72607908
MY,TAVG,71298032
BL,TMAX,70820391
FR,TMIN,68101181
ER,TMAX,13113093
UK,PRCP,13104500
SI,PRCP,13036920
HO,TMAX,12989916
PP,TMAX,12957957
CS,TAVG,12844825
IC,TMAX,12743672
TZ,TMAX,12684477
PM,PGTM,12678144
KN,TAVG,12673172
AU,TAVG,12603108
AJ,PRCP,12507566
GG,TMIN,12184765
FG,TMAX,12158605
BM,TAVG,12127343
EN,TAVG,12064008
AY,SNWD,11922917
SZ,PRCP,11849692
PO,PRCP,11817696
DR,TMAX,11753707
BO,TMIN,11722223
CU,TMIN,11678744
TU,PRCP,11551246
TI,PRCP,11390118
DR,TAVG,11384099
FG,TAVG,11363454
GQ,FMTM,11348190
AM,PRCP,11248188
KG,TAVG,11237169
CY,TMIN,11230837
WA,TMIN,11169259
GB,PRCP,11103566
PS,TMIN,11056191
NH,TMIN,11045963
IV,PRCP,11016865
BM,TMAX,10935963
BO,SNWD,10827660
HU,TAVG,10825914
AM,TAVG,10821248
EZ,TMIN,10770135
CS,TMAX,10673168
US,THIC,10626067
AU,TMIN,10502158
CM,TAVG,10479119
FG,TMIN,10369227
PP,TAVG,10288275
TI,TMIN,10280051
BK,TMAX,10277019
RO,PRCP,10200089
CA,WDFG,10111551
NC,TMIN,10084838
KG,PRCP,10028525
HO,TMIN,9935690
SZ,TAVG,9862783
SZ,TMIN,9859891
GH,TMAX,9776432
LA,TMAX,9765189
GV,TMIN,9741242
LE,TMAX,9716259
NL,TAVG,9686443
FI,TAVG,9647876
JM,TAVG,9604571
AU,PRCP,9578440
GL,PRCP,9504347
CO,PRCP,9474579
PP,TMIN,9451688
US,MDEV,9411489
CU,TAVG,9309061
GR,PGTM,9297527
ZI,TAVG,9264545
BU,TMAX,9236227
BE,TMAX,9226620
ID,PRCP,9139767
KU,TAVG,9130659
NT,TAVG,9115735
AL,TMAX,9041738
TZ,TMIN,8979192
SW,TAVG,8944885
BP,TAVG,8911589
RQ,WDMV,8879389
AS,MDTN,8874190
AG,PRCP,8726490
AQ,TMAX,8721404
MD,TMAX,8716231
GP,TMAX,8645123
HR,PRCP,8637555
KU,TMAX,8616719
KS,PRCP,8613066
SZ,SNWD,8598569
US,WT01,8579011
ET,TAVG,8531785
CM,TMAX,8470005
BL,PRCP,8463244
CQ,TMAX,8459931
MI,PRCP,8405052
JM,TMAX,8362135
DR,TMIN,8306131
AJ,TMIN,8303197
UZ,PRCP,8289361
GQ,PRCP,8277973
VQ,PRCP,8277916
RQ,EVAP,8253664
JA,WSFG,8251397
LG,PRCP,8235732
LA,TMIN,8206706
ER,TMIN,8069500
EI,PRCP,8006809
MG,SNWD,7974443
CF,PRCP,7942479
BU,TAVG,7828948
WF,TMAX,7814890
RM,PRCP,7806889
MA,PRCP,7779438
LO,TAVG,7775403
MD,TAVG,7756454
AQ,PRCP,7745551
DA,PRCP,7708821
GH,TMIN,7641914
CS,TMIN,7599748
VM,PRCP,7551649
PO,PGTM,7532036
NU,TAVG,7510355
CT,PRCP,7467044
RQ,TSUN,7374101
AE,TMIN,7329088
NC,TAVG,7311579
ES,TAVG,7252833
WF,TAVG,7244761
EN,PRCP,7205399
KR,TMAX,7181432
LE,TAVG,7153253
BM,TMIN,7089914
RO,SNWD,7014274
LH,PRCP,7004638
AQ,TMIN,6946401
PA,PRCP,6917779
JQ,PGTM,6904708
ES,TMAX,6846616
BF,TMAX,6825641
ZA,PRCP,6716558
CK,TMAX,6656999
CQ,TMIN,6643259
SH,TMAX,6618737
LH,TMIN,6590694
HU,TMIN,6567134
KU,TMIN,6561677
TV,TAVG,6561443
EZ,SNWD,6561137
MQ,TMAX,6547763
RM,TSUN,6516928
BD,TMAX,6465322
GP,TMIN,6421061
FJ,TMAX,6419621
JO,TMIN,6414676
JM,TMIN,6366701
KS,PGTM,6295362
AY,WDFG,6203344
FS,TAVG,6136298
WF,TMIN,6129836
GV,TAVG,6125786
JQ,TMAX,6063788
UK,WDFG,6059170
GP,TAVG,6035357
WQ,TMAX,5989917
US,SX51,5941995
EN,TMIN,5873602
CV,TAVG,5698727
PS,PRCP,5670447
US,SX53,5668901
ET,PRCP,5635067
BC,PRCP,5611491
NC,PRCP,5595894
RI,TMIN,5574090
PE,PRCP,5534861
WQ,TSUN,5534518
PS,TSUN,5530654
CM,TMIN,5495823
KR,TMIN,5472821
MQ,TMIN,5380572
AY,WSFG,5371070
US,WT03,5366895
PL,TMIN,5341333
CK,TMIN,5316257
TU,PGTM,5305060
RI,TAVG,5281754
BD,TMIN,5279717
TD,TMAX,5265415
IC,TAVG,5228403
MJ,TMAX,5227517
MB,TAVG,5185295
DA,TAVG,5148744
AO,TAVG,5122732
MZ,PRCP,5106533
JQ,TMIN,5086833
AQ,TSUN,5066449
BF,TMIN,5046630
SH,TMIN,5045936
TZ,PRCP,5023712
LG,TMIN,5003144
PK,PRCP,4989217
NT,TMAX,4975995
US,SN53,4946988
CV,TMAX,4932608
BG,TMIN,4920362
LY,PGTM,4896950
WQ,TMIN,4863342
LU,PRCP,4851966
CA,WESD,4835128
ES,TMIN,4827866
SP,WDFG,4813778
NI,TAVG,4743564
LE,TMIN,4740851
US,WDFI,4730907
BP,TMAX,4707518
TX,PRCP,4594748
MJ,TAVG,4582857
FM,WDFG,4570951
GQ,TSUN,4570117
KR,TAVG,4545843
FM,MXPN,4522884
US,WT16,4508389
BB,TAVG,4488664
CI,PRCP,4488324
FS,TMAX,4439832
ZI,PRCP,4439001
CQ,PGTM,4438306
MC,TAVG,4434278
MC,TMAX,4425236
SE,TMAX,4421951
GY,TAVG,4398733
SE,TAVG,4383918
NH,PRCP,4355542
NP,TMAX,4329339
MK,TMAX,4328927
FJ,TMIN,4319411
FP,PRCP,4314724
PM,TMAX,4312598
MT,TMAX,4309912
MP,PRCP,4295195
CJ,TMAX,4280746
MB,TMAX,4242540
PP,PRCP,4236513
NT,TMIN,4218803
UV,PRCP,4212261
UG,PRCP,4211925
BN,PRCP,4193386
EC,TAVG,4122185
US,SN51,4119850
BF,TAVG,4113436
MT,TAVG,4060473
NS,TAVG,4052087
TV,TMAX,4044026
EC,TMAX,4037436
GM,WDFG,4036841
MF,TAVG,4027331
RM,WSFG,4025406
FG,PRCP,4008646
FM,ACSH,3972990
TD,TMIN,3969385
CW,TAVG,3961424
US,MDSF,3961040
BE,TMIN,3943693
AF,TAVG,3917345
BB,TMAX,3914735
IC,PRCP,3907676
EZ,PRCP,3890265
SU,PRCP,3877910
WZ,PRCP,3861856
CA,MDSF,3855082
RQ,WSFG,3851140
VM,PGTM,3826070
TD,TAVG,3817828
RQ,WDFG,3810006
SN,TAVG,3803548
JQ,TSUN,3802362
TE,TAVG,3794761
LO,TMIN,3784561
CK,TAVG,3782981
BK,TAVG,3782144
FM,TOBS,3767653
RP,WDFG,3755303
RE,TAVG,3736145
BD,WDFG,3734220
RM,WDFG,3730148
BH,TAVG,3703562
KT,TMAX,3680550
ZA,TAVG,3665803
CG,TAVG,3614823
QA,TMAX,3594842
SE,TMIN,3584479
BA,TAVG,3583848
EN,SNWD,3583235
BX,TAVG,3577311
GV,PRCP,3509300
QA,TAVG,3506610
